INDEX,UTM_X,UTM_Y
778,248437.2053600768,3688129.016751451
779,248437.1613581528,3688128.865537968
780,248437.1216972611,3688128.713541129
781,248437.0863576919,3688128.561103193
782,248437.055462026,3688128.406971677
783,248437.0297690697,3688128.252687806
784,248437.0091430812,3688128.098247644
785,248436.9929214476,3688127.943678064
786,248436.9822447816,3688127.789964354
787,248436.9761800189,3688127.635622386
788,248436.9745693208,3688127.480823257
789,248436.9786076549,3688127.325759483
790,248436.9883486664,3688127.171332741
791,248437.0033284521,3688127.017909417
792,248437.0232469474,3688126.865994805
793,248437.0484251202,3688126.715359031
794,248437.0785578091,3688126.56518774
795,248437.11337124,3688126.416338482
796,248437.1526296708,3688126.26863074
797,248437.1963261985,3688126.122594482
798,248437.2447497906,3688125.978765805
799,248437.2973290279,3688125.836744869
800,248437.3539861362,3688125.696972579
801,248437.4136583413,3688125.558250643
802,248437.4762028367,3688125.420227256
803,248437.5422988804,3688125.282530095
804,248437.6116699564,3688125.145792385
805,248437.6842504841,3688125.010210707
806,248437.7595561408,3688124.877221933
807,248437.8375567006,3688124.746006223
808,248437.9177219702,3688124.616201643
809,248438.0000153043,3688124.487440094
810,248438.0850571545,3688124.359432352
811,248438.1725942951,3688124.232801319
812,248438.2626965324,3688124.10777432
813,248438.3546352213,3688123.985718384
814,248438.4486387811,3688123.865696223
815,248438.5444477926,3688123.747091803
816,248438.642084288,3688123.629566093
817,248438.7421719124,3688123.512890416
818,248438.8455774077,3688123.397221286
819,248438.9518646128,3688123.283311319
820,248439.0597348178,3688123.172514931
821,248439.1693317003,3688123.064201899
822,248439.2802451634,3688122.958031867
823,248439.3940220781,3688122.852918222
824,248439.5100953154,3688122.74956448
825,248439.6289270688,3688122.648766093
826,248439.7491962094,3688122.550720674
827,248439.8707383177,3688122.456180964
828,248439.9936502002,3688122.364627738
829,248440.1174319859,3688122.275765834
830,248440.243424449,3688122.188872802
831,248440.3721072669,3688122.104635609
832,248440.5025732139,3688122.023775964
833,248440.6340659351,3688121.94617606
834,248440.7661170757,3688121.872632609
835,248440.8989148613,3688121.802610576
836,248441.0338744212,3688121.735508577
837,248441.1718803682,3688121.671139028
838,248441.3126494442,3688121.61051435
839,248441.4561534235,3688121.553700027
840,248441.6006593059,3688121.500405123
841,248441.7470510594,3688121.451447704
842,248441.8958518128,3688121.406336221
843,248442.0467761791,3688121.365326092
844,248442.2003792229,3688121.328096285
845,248442.3546491699,3688121.294612382
846,248442.5094351169,3688121.264913801
847,248442.6662649993,3688121.239080382
848,248442.8248861076,3688121.218033704
849,248442.9827107965,3688121.2016888
850,248443.1397672597,3688121.188901672
851,248443.297340626,3688121.179359898
852,248443.4552864439,3688121.173200252
853,248443.6134330683,3688121.170312736
854,248443.7714995637,3688121.17158751
855,248443.9293963494,3688121.176767349
856,248444.0864227157,3688121.185373671
857,248444.2435214369,3688121.196772219
858,248444.4006999,3688121.211248864
859,248444.5579596212,3688121.2288608
860,248444.7152961166,3688121.249436445
861,248444.8727265152,3688121.2736358
862,248445.0288791074,3688121.301085509
863,248445.1841408608,3688121.331251895
864,248445.3389649691,3688121.363789153
865,248445.4934948838,3688121.398920959
866,248445.6478897985,3688121.436678669
867,248445.800587552,3688121.477078314
868,248445.9520059506,3688121.520366443
869,248446.102454704,3688121.56642512
870,248446.2508155543,3688121.614988507
871,248446.4000560496,3688121.6668607
872,248446.5469416095,3688121.720871507
873,248446.6925349113,3688121.777896152
874,248446.8373627292,3688121.837373056
875,248446.9808063214,3688121.899720958
876,248447.12461772,3688121.965322732
877,248447.2675687314,3688122.0330837
878,248447.408277743,3688122.10270683
879,248447.5472276254,3688122.174778346
880,248447.6863249595,3688122.249858636
881,248447.8244223581,3688122.327261345
882,248447.9622191115,3688122.408152152
883,248448.0985053488,3688122.491201958
884,248448.2334734571,3688122.5764197
885,248448.3670662105,3688122.664561571
886,248448.4997726091,3688122.756174539
887,248448.6301735884,3688122.849978378
888,248448.7596509547,3688122.947664152
889,248448.886919063,3688123.047562571
890,248449.0118518165,3688123.149567152
891,248449.1353877634,3688123.254969539
892,248449.2562692911,3688123.363105732
893,248449.3747192058,3688123.474675345
894,248449.4905788302,3688123.588088313
895,248449.6045097127,3688123.704007732
896,248449.7161582404,3688123.822317441
897,248449.8253429615,3688123.942729925
898,248449.9326961988,3688124.066317829
899,248450.0371363716,3688124.192148893
900,248450.138211867,3688124.319353151
901,248450.2367871043,3688124.447684441
902,248450.3319941158,3688124.576844376
903,248450.4254727724,3688124.707999377
904,248450.5157618485,3688124.839988408
905,248450.6030239567,3688124.97355957
906,248450.6876907102,3688125.107870763
907,248450.7697475603,3688125.242656667
908,248450.850253217,3688125.378508022
909,248450.9294703576,3688125.515891215
910,248451.0064005304,3688125.654008699
911,248451.0807017999,3688125.792060925
912,248451.1544994566,3688125.931838054
913,248451.2265235971,3688126.071546312
914,248451.2978704796,3688126.212143505
915,248451.3683288137,3688126.353194118
916,248451.437215922,3688126.494059796
917,248451.5044919012,3688126.634204215
918,248451.5716374611,3688126.774428279
919,248451.6382873758,3688126.914166505
920,248451.7050271938,3688127.054532634
921,248451.7716893988,3688127.195422827
922,248451.8373372168,3688127.335136504
923,248451.9024578735,3688127.474356859
924,248451.9674514656,3688127.612507569
925,248452.0328158319,3688127.75081902
926,248452.0988368112,3688127.889812246
927,248452.1652122743,3688128.02897444
928,248452.2318425116,3688128.168319666
929,248452.2980943296,3688128.306384891
930,248452.364338954,3688128.444048665
931,248452.4307158042,3688128.581685117
932,248452.4973308802,3688128.719561278
933,248452.5644402143,3688128.858206665
934,248452.6318110645,3688128.997108213
935,248452.6994387535,3688129.136272923
936,248452.7666905714,3688129.274255536
937,248452.8338248409,3688129.411863213
938,248452.9008029815,3688129.549365794
939,248452.9677638962,3688129.687039181
940,248453.0349375206,3688129.825405825
941,248453.1021968224,3688129.963948406
942,248453.169727963,3688130.102673567
943,248453.2368052003,3688130.240120696
944,248453.3037987601,3688130.377201437
945,248453.3707821587,3688130.51434376
946,248453.4378945573,3688130.651804147
947,248453.505413214,3688130.790119276
948,248453.5731228384,3688130.92867805
949,248453.641110366,3688131.067323824
950,248453.7086054743,3688131.204661985
951,248453.7761125503,3688131.341461856
952,248453.843886078,3688131.477976565
953,248453.9120417024,3688131.614486759
954,248453.9808980042,3688131.751466824
955,248454.0500937576,3688131.888464856
956,248454.1194875111,3688132.025557049
957,248454.1883625871,3688132.161319823
958,248454.257191405,3688132.296572404
959,248454.3262184811,3688132.431626339
960,248454.3955546538,3688132.566757823
961,248454.4654870202,3688132.70245992
962,248454.5357061284,3688132.838304113
963,248454.6061191077,3688132.974413081
964,248454.6760550869,3688133.109342565
965,248454.74590455,3688133.243929372
966,248454.8158143357,3688133.378490694
967,248454.8859028633,3688133.513293274
968,248454.9564281974,3688133.648866597
969,248455.027146338,3688133.784631758
970,248455.0980539301,3688133.920491307
971,248455.1684805868,3688134.055020467
972,248455.2387054692,3688134.189043435
973,248455.3087001581,3688134.322878886
974,248455.3786159438,3688134.456801919
975,248455.4486840521,3688134.591307048
976,248455.5186591281,3688134.725964145
977,248455.5885589783,3688134.860892951
978,248455.657652893,3688134.994650822
979,248455.7263061304,3688135.12817437
980,248455.7945970773,3688135.261939144
981,248455.8626924437,3688135.39618137
982,248455.9308119068,3688135.531454789
983,248455.9989283054,3688135.66727866
984,248456.0674156717,3688135.803688434
985,248456.1354491349,3688135.93928766
986,248456.2035945334,3688136.074858498
987,248456.2721614804,3688136.210649821
988,248456.3412611693,3688136.346904401
989,248456.411252826,3688136.4841824
990,248456.4818382246,3688136.622099529
991,248456.5530031394,3688136.76085798
992,248456.6239661509,3688136.8990034
993,248456.695244743,3688137.037325368
994,248456.7670923352,3688137.176032658
995,248456.839603766,3688137.315369432
996,248456.9131527453,3688137.455951367
997,248456.9873846277,3688137.597260399
998,248457.0621855424,3688137.739335916
999,248457.1368191669,3688137.880677045
1000,248457.211724759,3688138.022231819
1001,248457.2870636415,3688138.16443069
1002,248457.3629378465,3688138.307493561
1003,248457.4396919548,3688138.452070175
1004,248457.5169824824,3688138.597537852
1005,248457.5946987197,3688138.743765562
1006,248457.6721220861,3688138.889307111
1007,248457.7496746137,3688139.034946789
1008,248457.8275093349,3688139.180894434
1009,248457.9057367658,3688139.327398401
1010,248457.9846702288,3688139.47505811
1011,248458.0639770468,3688139.623131788
1012,248458.1435490905,3688139.771297917
1013,248458.2226847472,3688139.918132497
1014,248458.3015712104,3688140.064429077
1015,248458.3800098993,3688140.210458497
1016,248458.4581854269,3688140.356504787
1017,248458.5363262771,3688140.503054755
1018,248458.6150726757,3688140.650623593
1019,248458.6943679453,3688140.798553979
1020,248458.7730866664,3688140.945054559
1021,248458.8516319683,3688141.090650753
1022,248458.9300923668,3688141.235300818
1023,248459.0095687977,3688141.380749817
1024,248459.0896067124,3688141.526168559
1025,248459.1704550465,3688141.671493623
1026,248459.2513248967,3688141.815718366
1027,248459.3319126824,3688141.958178882
1028,248459.412587081,3688142.099383623
1029,248459.4934198667,3688142.239322075
1030,248459.5753093298,3688142.379383849
1031,248459.6576902123,3688142.518838946
1032,248459.7402793851,3688142.657548076
1033,248459.8229016224,3688142.795302979
1034,248459.9052705049,3688142.931444656
1035,248459.9877411293,3688143.066593945
1036,248460.0703893343,3688143.20088743
1037,248460.1540680232,3688143.335749914
1038,248460.2382930993,3688143.470407043
1039,248460.3228775946,3688143.604654333
1040,248460.4076377352,3688143.738255074
1041,248460.4923183596,3688143.870600558
1042,248460.5772638549,3688144.002430751
1043,248460.6625473826,3688144.134072751
1044,248460.7490049102,3688144.26692917
1045,248460.8362736636,3688144.400120106
1046,248460.9243390299,3688144.53322817
1047,248461.0129765576,3688144.666009299
1048,248461.1019894401,3688144.797944943
1049,248461.1907437742,3688144.928513556
1050,248461.279277205,3688145.058391492
1051,248461.3687882488,3688145.189296847
1052,248461.458781099,3688145.320607363
1053,248461.5490557879,3688145.452176943
1054,248461.6384889284,3688145.582338944
1055,248461.7275529077,3688145.711860234
1056,248461.8160023385,3688145.840791782
1057,248461.9046154468,3688145.970177589
1058,248461.9937370067,3688146.100537749
1059,248462.0829255666,3688146.231497749
1060,248462.1720140297,3688146.363211105
1061,248462.2600974606,3688146.494346653
1062,248462.3477463753,3688146.625587943
1063,248462.4352449674,3688146.757064943
1064,248462.5227653015,3688146.889013814
1065,248462.6106060227,3688147.021986169
1066,248462.6986005181,3688147.15540575
1067,248462.7869764651,3688147.289155202
1068,248462.874817154,3688147.421869685
1069,248462.962657359,3688147.554275944
1070,248463.0506942092,3688147.686568846
1071,248463.1390810595,3688147.81901375
1072,248463.2281901032,3688147.952109233
1073,248463.3177078244,3688148.085230169
1074,248463.4076655133,3688148.218178137
1075,248463.4971384603,3688148.34959175
1076,248463.5865599879,3688148.480318168
1077,248463.6759588059,3688148.610768233
1078,248463.7655170432,3688148.741205684
1079,248463.8555944095,3688148.872073459
1080,248463.946632292,3688149.003836426
1081,248464.0382098841,3688149.135889813
1082,248464.129070573,3688149.266588426
1083,248464.2197252942,3688149.396535523
1084,248464.3103689831,3688149.525883555
1085,248464.4022069624,3688149.656196265
1086,248464.494652361,3688149.786756393
1087,248464.5874447919,3688149.917603942
1088,248464.6811642227,3688150.049548361
1089,248464.7742076213,3688150.180341071
1090,248464.8669155038,3688150.310218458
1091,248464.960402225,3688150.440329039
1092,248465.0547726558,3688150.570885587
1093,248465.1501697318,3688150.701848781
1094,248465.2455866788,3688150.831866587
1095,248465.3414350451,3688150.961537651
1096,248465.4372199276,3688151.090001522
1097,248465.5328965843,3688151.217544554
1098,248465.6290081441,3688151.345334942
1099,248465.7257198331,3688151.473543135
1100,248465.8227829413,3688151.601673554
1101,248465.9197719206,3688151.729181715
1102,248466.0171438998,3688151.856671198
1103,248466.1143352984,3688151.983322102
1104,248466.2114323422,3688152.109457714
1105,248466.309235644,3688152.23637065
1106,248466.4078053652,3688152.364145585
1107,248466.5067389896,3688152.492260715
1108,248466.6056014527,3688152.620168134
1109,248466.7048599804,3688152.748460392
1110,248466.8039391854,3688152.876390843
1111,248466.9021612937,3688153.003191455
1112,248467.0008098213,3688153.130569037
1113,248467.0999845102,3688153.258761714
1114,248467.1990361669,3688153.38714794
1115,248467.2976966623,3688153.515355133
1116,248467.3953474157,3688153.642646457
1117,248467.4923634272,3688153.769429231
1118,248467.5887990194,3688153.89537807
1119,248467.6848224502,3688154.020717069
1120,248467.7815018811,3688154.147184456
1121,248467.8790503119,3688154.275450972
1122,248467.9763918718,3688154.403985004
1123,248468.0736325285,3688154.532944811
1124,248468.1703737013,3688154.661938197
1125,248468.2675689063,3688154.792278488
1126,248468.3647164017,3688154.923261875
1127,248468.4622192519,3688155.055535939
1128,248468.5601474569,3688155.189170745
1129,248468.6578615975,3688155.323314293
1130,248468.7555879315,3688155.457890745
1131,248468.8530800721,3688155.592525487
1132,248468.9511943416,3688155.728351486
1133,248469.0495385144,3688155.864864389
1134,248469.1480337517,3688156.001962809
1135,248469.2464765052,3688156.13958297
1136,248469.3438282263,3688156.276441583
1137,248469.440800754,3688156.413534937
1138,248469.5374360881,3688156.550902034
1139,248469.6345333899,3688156.68964284
1140,248469.7311365304,3688156.828382388
1141,248469.8274578,3688156.967444065
1142,248469.9241644567,3688157.107773194
1143,248470.0204622101,3688157.248351839
1144,248470.1168509635,3688157.389681872
1145,248470.2142236847,3688157.531783001
1146,248470.3127568575,3688157.674609517
1147,248470.4127816755,3688157.81847571
1148,248470.5141295579,3688157.963179097
1149,248470.6169300856,3688158.108902032
1150,248470.7205535809,3688158.254628871
1151,248470.8246095279,3688158.399588968
1152,248470.9295344426,3688158.543823839
1153,248471.035494196,3688158.687648
1154,248471.1425525623,3688158.831172064
1155,248471.2502580254,3688158.974313613
1156,248471.358174424,3688159.116662581
1157,248471.4670626291,3688159.259213709
1158,248471.576360189,3688159.401118645
1159,248471.6861369101,3688159.542494839
1160,248471.7961053732,3688159.683513129
1161,248471.9058540945,3688159.824265355
1162,248472.0160940414,3688159.965934999
1163,248472.1262433756,3688160.107716031
1164,248472.236379258,3688160.249713063
1165,248472.3464987534,3688160.391650999
1166,248472.4567219262,3688160.533367483
1167,248472.5679050667,3688160.675954451
1168,248472.6795228202,3688160.818646128
1169,248472.7916399607,3688160.961541967
1170,248472.9036665851,3688161.10364129
1171,248473.0159490482,3688161.245489548
1172,248473.1286979952,3688161.387301354
1173,248473.2413307164,3688161.528235903
1174,248473.3544206634,3688161.669041452
1175,248473.4683802555,3688161.809332742
1176,248473.5826852348,3688161.949288
1177,248473.6975902785,3688162.089773225
1178,248473.8113941287,3688162.227169419
1179,248473.925705495,3688162.363741773
1180,248474.0405833775,3688162.499577289
1181,248474.1556210342,3688162.634526902
1182,248474.271301207,3688162.769132902
1183,248474.3872357346,3688162.903025709
1184,248474.5033968106,3688163.037005934
1185,248474.6192616931,3688163.170531321
1186,248474.7354109304,3688163.303827579
1187,248474.8526464258,3688163.437636804
1188,248474.9699238889,3688163.570632159
1189,248475.0870326101,3688163.702510384
1190,248475.2048752668,3688163.834151804
1191,248475.3238837944,3688163.965536803
1192,248475.4437882575,3688164.096356384
1193,248475.564353398,3688164.2262629
1194,248475.6854955063,3688164.355517158
1195,248475.8072576146,3688164.48417261
1196,248475.9297765939,3688164.612653835
1197,248476.0527421537,3688164.740798158
1198,248476.1760676491,3688164.868354997
1199,248476.3001863057,3688164.995742029
1200,248476.4251435753,3688165.123012609
1201,248476.5512332965,3688165.250673125
1202,248476.6781475983,3688165.378529125
1203,248476.8058944163,3688165.506300642
1204,248476.9336137181,3688165.632822029
1205,248477.0620680199,3688165.758615126
1206,248477.1896080959,3688165.882951739
1207,248477.3162922042,3688166.005999933
1208,248477.4430076028,3688166.128284933
1209,248477.5712923239,3688166.253154029
1210,248477.698387529,3688166.377331964
1211,248477.8305630291,3688166.496781284
1212,248477.9619577166,3688166.615837646
1213,248478.092341308,3688166.734302817
1214,248478.2224833875,3688166.85279644
1215,248478.3521815757,3688166.970364972
1216,248478.4819706149,3688167.087792255
1217,248478.6122491619,3688167.205462324
1218,248478.7414394142,3688167.321807753
1219,248478.8700167263,3688167.437467799
1220,248478.9992599185,3688167.553818575
1221,248479.1286784792,3688167.670328798
1222,248479.2568964648,3688167.785556622
1223,248479.3857837385,3688167.901270821
1224,248479.5137921638,3688168.015904649
1225,248479.6410313412,3688168.129271061
1226,248479.7685021857,3688168.242303354
1227,248479.8957725163,3688168.354504961
1228,248480.0239079035,3688168.466512053
1229,248480.1513527831,3688168.576982026
1230,248480.278080845,3688168.68587845
1231,248480.4041367191,3688168.793233192
1232,248480.5291941902,3688168.898751354
1233,248480.6547180478,3688169.003781052
1234,248480.7808869995,3688169.108714199
1235,248480.9078106532,3688169.214256958
1236,248481.03336068,3688169.318487638
1237,248481.1589786031,3688169.422713569
1238,248481.2846569528,3688169.526929124
1239,248481.4104130714,3688169.631130372
1240,248481.5362708525,3688169.735331203
1241,248481.6622027087,3688169.839532483
1242,248481.7865349112,3688169.942211994
1243,248481.9108750855,3688170.044833095
1244,248482.0353414384,3688170.147502807
1245,248482.158705508,3688170.249101998
1246,248482.2819037761,3688170.350435948
1247,248482.4056148273,3688170.45179035
1248,248482.5289118459,3688170.552220669
1249,248482.6523336627,3688170.652344619
1250,248482.7760269709,3688170.75229119
1251,248482.8989352611,3688170.8510353
1252,248483.0219051671,3688170.949312534
1253,248483.1459734985,3688171.048314051
1254,248483.2697234162,3688171.14702828
1255,248483.3931867654,3688171.245486757
1256,248483.5167036664,3688171.344010479
1257,248483.6393718529,3688171.441754994
1258,248483.7615751412,3688171.53913535
1259,248483.8832817293,3688171.636582211
1260,248484.0061197735,3688171.735122351
1261,248484.1296305154,3688171.834066785
1262,248484.2530963402,3688171.932862195
1263,248484.376914977,3688172.031827069
1264,248484.5000931554,3688172.13014154
1265,248484.6231814729,3688172.228055158
1266,248484.7469035054,3688172.326104281
1267,248484.8719740035,3688172.425113216
1268,248484.9968677652,3688172.523790982
1269,248485.1219336565,3688172.622431401
1270,248485.2462108071,3688172.720176105
1271,248485.3690917582,3688172.816487836
1272,248485.4927145787,3688172.913215173
1273,248485.6180417448,3688173.011254807
1274,248485.7439233167,3688173.109674008
1275,248485.8695367626,3688173.207759011
1276,248485.9952428064,3688173.305827992
1277,248486.1203049106,3688173.40322099
1278,248486.2452727289,3688173.50049062
1279,248486.3712516112,3688173.59878785
1280,248486.4974963569,3688173.697626275
1281,248486.6233027982,3688173.796369092
1282,248486.7490992689,3688173.895410756
1283,248486.8738058805,3688173.993834516
1284,248486.9973296938,3688174.09148782
1285,248487.1207077514,3688174.189022616
1286,248487.2451746794,3688174.287726119
1287,248487.3699592497,3688174.38714947
1288,248487.4944536715,3688174.486683293
1289,248487.6192116148,3688174.586883478
1290,248487.7438217355,3688174.687359448
1291,248487.8676851933,3688174.78789339
1292,248487.9917222188,3688174.889746175
1293,248488.1161793791,3688174.993235125
1294,248488.2402446191,3688175.097989216
1295,248488.363550059,3688175.203545819
1296,248488.4853321694,3688175.309462561
1297,248488.6055002845,3688175.415575961
1298,248488.7240704913,3688175.521641954
1299,248488.8434114136,3688175.630001368
1300,248488.9632079637,3688175.740695195
1301,248489.0823382661,3688175.853159154
1302,248489.2004853478,3688175.96685243
1303,248489.3174635564,3688176.081911227
1304,248489.4321961594,3688176.197274907
1305,248489.5452872796,3688176.313266544
1306,248489.6584685363,3688176.431949603
1307,248489.7713871713,3688176.553201732
1308,248489.8835105494,3688176.676883045
1309,248489.9935030797,3688176.801541426
1310,248490.1004490534,3688176.926297253
1311,248490.2051491323,3688177.051466043
1312,248490.3088635791,3688177.17842281
1313,248490.4121162053,3688177.308422496
1314,248490.5144271616,3688177.441184568
1315,248490.6153455784,3688177.576679871
1316,248490.7135385349,3688177.713074871
1317,248490.8091482112,3688177.850460013
1318,248490.9022019717,3688177.988505114
1319,248490.9936870074,3688178.128442055
1320,248491.0842417014,3688178.272156203
1321,248491.1734961894,3688178.41998032
1322,248491.2604520757,3688178.571610661
1323,248491.3435122009,3688178.724223143
1324,248491.4227250505,3688178.877561427
1325,248491.4983792874,3688179.031330536
1326,248491.571646926,3688179.187525119
1327,248491.642806244,3688179.348279634
1328,248491.7112450741,3688179.513351541
1329,248491.7759850615,3688179.682174549
1330,248491.8358074285,3688179.851607317
1331,248491.8907277947,3688180.020794738
1332,248491.9412629291,3688180.189429476
1333,248491.9884734991,3688180.360359806
1334,248492.0321735879,3688180.535821144
1335,248492.0717504951,3688180.715231667
1336,248492.1063825103,3688180.898032033
1337,248492.1354164753,3688181.080996859
1338,248492.15899457,3688181.26324572
1339,248492.177660495,3688181.444349804
1340,248492.1919446349,3688181.625322985
1341,248492.2020291821,3688181.807792024
1342,248492.207284109,3688181.99259579
1343,248492.2078331794,3688182.178046092
1344,248492.2035373589,3688182.36271993
1345,248492.1946806987,3688182.545734935
1346,248492.1817456774,3688182.726985938
1347,248492.1649032723,3688182.908056148
1348,248492.143858857,3688183.090494898
1349,248492.1183327773,3688183.272653642
1350,248492.0825418007,3688183.451616279
1351,248492.043321283,3688183.628498906
1352,248492.0016953674,3688183.801379119
1353,248491.9581729121,3688183.971498606
1354,248491.9122538919,3688184.141841681
1355,248491.8638388807,3688184.312233494
1356,248491.8132633578,3688184.481523012
1357,248491.7591857069,3688184.654013191
1358,248491.7018038739,3688184.825506972
1359,248491.6437915338,3688184.990788863
1360,248491.5851082632,3688185.152784205
1361,248491.5246812382,3688185.314823386
1362,248491.4625558678,3688185.476529917
1363,248491.3990602256,3688185.637120921
1364,248491.3337392973,3688185.797769657
1365,248491.2675818701,3688185.955817411
1366,248491.2020042341,3688186.109758067
1367,248491.1374251922,3688186.26072962
1368,248491.0725379905,3688186.411854438
1369,248491.0075454824,3688186.562617204
1370,248490.9427084894,3688186.712412753
1371,248490.8777401974,3688186.861924257
1372,248490.812178855,3688187.012354169
1373,248490.7475757238,3688187.160076662
1374,248490.6835406438,3688187.306837691
1375,248490.619146628,3688187.454724178
1376,248490.5546634781,3688187.603156024
1377,248490.4903121493,3688187.75163945
1378,248490.4263347657,3688187.899605649
1379,248490.3624410183,3688188.047733083
1380,248490.2992916605,3688188.195361928
1381,248490.2357091766,3688188.344130392
1382,248490.1716440884,3688188.494137232
1383,248490.1072730983,3688188.64486728
1384,248490.0428129549,3688188.795717557
1385,248489.9785853176,3688188.945846555
1386,248489.9144795691,3688189.095653621
1387,248489.8502646256,3688189.24604378
1388,248489.7868109667,3688189.395067307
1389,248489.7246780592,3688189.542777346
1390,248489.6628032197,3688189.691606455
1391,248489.6015579989,3688189.840764324
1392,248489.5412327259,3688189.98951149
1393,248489.4815562775,3688190.138597341
1394,248489.4224425042,3688190.288158353
1395,248489.3639477828,3688190.43827334
1396,248489.3061791782,3688190.588122938
1397,248489.2493184317,3688190.737072079
1398,248489.1930849856,3688190.885690076
1399,248489.1371904304,3688191.034961269
1400,248489.081603593,3688191.184899474
1401,248489.0260231304,3688191.33624529
1402,248488.9712536033,3688191.486763575
1403,248488.9172058843,3688191.636745266
1404,248488.8631673145,3688191.787818057
1405,248488.8097748508,3688191.938351817
1406,248488.7568969142,3688192.088881122
1407,248488.7046839941,3688192.239096412
1408,248488.652938382,3688192.389694669
1409,248488.6016184875,3688192.540568439
1410,248488.5508377998,3688192.691714661
1411,248488.4999702715,3688192.843957022
1412,248488.4492006944,3688192.996664335
1413,248488.3985445348,3688193.149930851
1414,248488.3483638354,3688193.302906267
1415,248488.2986298657,3688193.456055088
1416,248488.2492716018,3688193.609426901
1417,248488.200348072,3688193.763000946
1418,248488.1516948471,3688193.917033321
1419,248488.103512055,3688194.070694422
1420,248488.0557278914,3688194.22404322
1421,248488.0079008958,3688194.378665198
1422,248487.9597729459,3688194.534621605
1423,248487.9116719734,3688194.690822926
1424,248487.8635406161,3688194.847496783
1425,248487.8151687277,3688195.005224156
1426,248487.7666413561,3688195.163685531
1427,248487.7178325634,3688195.323241231
1428,248487.6687915844,3688195.483731529
1429,248487.6197206519,3688195.645156913
1430,248487.5715567928,3688195.804635642
1431,248487.5239215363,3688195.963528898
1432,248487.4767302172,3688196.122254896
1433,248487.4294235915,3688196.282551438
1434,248487.3822381417,3688196.443627807
1435,248487.3353942137,3688196.604654665
1436,248487.2881208686,3688196.768332873
1437,248487.2405256875,3688196.932751033
1438,248487.1930043246,3688197.096520964
1439,248487.1452659862,3688197.260273837
1440,248487.0971280697,3688197.42454144
1441,248487.0488097353,3688197.588618682
1442,248487.0004618181,3688197.752092422
1443,248486.9516358374,3688197.916347637
1444,248486.9023546705,3688198.080733615
1445,248486.8529565569,3688198.244084751
1446,248486.8029433704,3688198.407320764
1447,248486.7521102991,3688198.571028709
1448,248486.7005845867,3688198.734701239
1449,248486.6485895989,3688198.89769457
1450,248486.5962663147,3688199.059786655
1451,248486.5431508544,3688199.22230582
1452,248486.4904987522,3688199.382309103
1453,248486.4384897805,3688199.540015671
1454,248486.386422056,3688199.697595861
1455,248486.3344225309,3688199.854621386
1456,248486.2826361935,3688200.010636195
1457,248486.2311951838,3688200.165250002
1458,248486.179689318,3688200.319729499
1459,248486.1288842081,3688200.472731997
1460,248486.0783986551,3688200.625047076
1461,248486.0274135916,3688200.779408979
1462,248485.976092492,3688200.935080436
1463,248485.9245921796,3688201.091466528
1464,248485.8728711102,3688201.248501746
1465,248485.8209676442,3688201.406047573
1466,248485.7685863315,3688201.565201471
1467,248485.7171999618,3688201.72127267
1468,248485.6674132684,3688201.876144539
1469,248485.6180987254,3688202.032561032
1470,248485.5697374287,3688202.189157935
1471,248485.5221899847,3688202.346662698
1472,248485.475294213,3688202.505154768
1473,248485.4291525485,3688202.663911328
1474,248485.3839890938,3688202.822740541
1475,248485.3397981316,3688202.982348503
1476,248485.295913906,3688203.144431728
1477,248485.2520617481,3688203.309635513
1478,248485.2083680994,3688203.475545502
1479,248485.1653888227,3688203.640272231
1480,248485.1227499915,3688203.804975778
1481,248485.0803257607,3688203.969753833
1482,248485.0384122358,3688204.134161007
1483,248484.9955386241,3688204.30202283
1484,248484.950926487,3688204.474258909
1485,248484.9045231451,3688204.648122163
1486,248484.8571509852,3688204.821247593
1487,248484.8083283432,3688204.99482941
1488,248484.7580840107,3688205.168573506
1489,248484.7069877081,3688205.341048055
1490,248484.6542632646,3688205.514183247
1491,248484.5992139749,3688205.688696368
1492,248484.542686603,3688205.861414846
1493,248484.4850142277,3688206.032045437
1494,248484.4255666085,3688206.201853186
1495,248484.3644975993,3688206.370287863
1496,248484.3019837337,3688206.537036791
1497,248484.2381557962,3688206.702012146
1498,248484.1716926193,3688206.868124311
1499,248484.1023220086,3688207.033944486
1500,248484.0307204933,3688207.198449775
1501,248483.956996947,3688207.361822838
1502,248483.8811476686,3688207.52364937
1503,248483.8037238664,3688207.683343678
1504,248483.7239618474,3688207.842937894
1505,248483.6408367803,3688208.003117164
1506,248483.5559591528,3688208.16069887
1507,248483.4685179059,3688208.317309592
1508,248483.3808044454,3688208.469318821
1509,248483.2929821583,3688208.618388618
1510,248483.2035568711,3688208.767396618
1511,248483.1126426382,3688208.916034048
1512,248483.0198516872,3688209.06480041
1513,248482.9242846749,3688209.214894533
1514,248482.8269737193,3688209.363966914
1515,248482.7307050666,3688209.508956785
1516,248482.6351574788,3688209.651662318
1517,248482.5389718006,3688209.794211765
1518,248482.4425722901,3688209.935978994
1519,248482.3457930243,3688210.077134157
1520,248482.2487598638,3688210.21767179
1521,248482.150695746,3688210.358879189
1522,248482.0532241387,3688210.49832836
1523,248481.9561907082,3688210.636728162
1524,248481.8587280964,3688210.775360091
1525,248481.7613989083,3688210.913402814
1526,248481.6643998856,3688211.050518777
1527,248481.5687380288,3688211.186272882
1528,248481.4727646837,3688211.323275796
