INDEX,L1_UTM_X,L1_UTM_Y,L1_LON,L1_LAT,L1_ALT,R1_UTM_X,R1_UTM_Y,R1_LON,R1_LAT,R1_ALT
5250,329945.246360769,4157649.46725575,127.074892771573,37.550175387798,15.7266,329943.873736336,4157648.01264165,127.074877577951,37.550162030617,15.7266
5251,329945.230694676,4157649.48266577,127.074892590745,37.550175523728,15.7263,329943.854543325,4157648.0313879,127.074877356443,37.55016219595,15.7263
5252,329945.215189868,4157649.49796487,127.074892411767,37.550175658688,15.7256,329943.8355458,4157648.05000691,127.074877137177,37.550162360174,15.7256
5253,329945.199564281,4157649.51329763,127.074892231415,37.55017579393,15.7251,329943.817084698,4157648.06804672,127.074876924115,37.550162519278,15.7251
5254,329945.183764034,4157649.52850005,127.074892049117,37.550175927965,15.7247,329943.799471678,4157648.08498536,127.074876720903,37.55016266862,15.7247
5255,329945.167795041,4157649.54376069,127.074891864896,37.550176062493,15.7246,329943.782381003,4157648.1013225,127.074876523741,37.550162812639,15.7246
5256,329945.151692697,4157649.5589714,127.074891679178,37.550176196547,15.7246,329943.76544079,4157648.11733842,127.074876328356,37.550162953792,15.7246
5257,329945.135526892,4157649.57425959,127.074891492724,37.550176331287,15.7245,329943.748327472,4157648.13353832,127.07487613097,37.55016309657,15.7245
5258,329945.119440125,4157649.58964866,127.07489130714,37.550176466951,15.7239,329943.730419933,4157648.15068275,127.074875924379,37.550163247711,15.7239
5259,329945.103371552,4157649.60492327,127.074891121789,37.550176601587,15.723,329943.711748906,4157648.16847403,127.074875708999,37.550163404538,15.723
5260,329945.08747319,4157649.62025273,127.074890938352,37.550176736748,15.7221,329943.693213182,4157648.18636325,127.074875495127,37.550163562272,15.7221
5261,329945.071775322,4157649.63548392,127.074890757205,37.550176871061,15.7214,329943.675662511,4157648.20339838,127.074875292598,37.550163712494,15.7214
5262,329945.056191061,4157649.65092083,127.074890577297,37.550177007249,15.7209,329943.660115697,4157648.21879878,127.074875113122,37.550163848359,15.7209
5263,329945.040787548,4157649.66639081,127.074890399426,37.550177143767,15.7205,329943.646897769,4157648.23214143,127.074874960473,37.550163966117,15.7205
5264,329945.025483451,4157649.68185027,127.074890222682,37.550177280209,15.7203,329943.636232202,4157648.24310743,127.074874837254,37.550164062936,15.7203
5265,329945.010177552,4157649.69729005,127.074890045922,37.550177416474,15.7203,329943.62733071,4157648.25239054,127.074874734385,37.55016414492,15.7203
5266,329944.994676708,4157649.71252308,127.074889867004,37.55017755084,15.7205,329943.619120347,4157648.26068125,127.074874639566,37.550164218092,15.7205
5267,329944.978967047,4157649.72734104,127.07488968582,37.550177681428,15.7207,329943.610942336,4157648.26840019,127.074874545245,37.550164286118,15.7207
5268,329944.963012274,4157649.74176695,127.074889501954,37.55017780844,15.7211,329943.601391335,4157648.27684769,127.074874435221,37.550164360455,15.7211
5269,329944.946907832,4157649.75580385,127.074889316484,37.550177931919,15.7217,329943.58992217,4157648.2865898,127.074874303193,37.5501644461,15.7217
5270,329944.931062252,4157649.76959974,127.074889133999,37.550178053275,15.7222,329943.576454562,4157648.29819293,127.074874148122,37.550164548142,15.7222
5271,329944.915353306,4157649.78341959,127.074888953054,37.550178174872,15.7228,329943.560960556,4157648.31181493,127.074873969656,37.550164667996,15.7228
